RefCode;AtNum;Group;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen
QIKYIV;23;E5;4;8;6;4,14;1,223688;7,6754;23,64853;0,08556721;10,11497;0,066348;0,97977
QIKYIV;64;Ln;3;8;9;7,49;1,40344;11,57899;28,4664;0,07998076;29,57348;0,025445;1
QIKYUH;19;E1;1;4;8;7,94;1,65582;19,0164;37,98272;0,08073373;38,2337;0,123633;0,6659
QIKYUH;23;E5;4;4;6;4,22;1,220762;7,62047;23,37523;0,08490881;10,12218;0,052066;0,965748
QIKYUH;23;E5;4;4;6;4,13;1,234752;7,88547;24,15833;0,08562119;10,36917;0,075918;0,998417
QIKYUH;68;Ln;3;4;8;7,43;1,373388;10,85097;27,58414;0,08072582;23,38928;0,010356;0,97572
QILCUM;19;E1;1;4;8;7,62;1,651419;18,86515;37,87311;0,08079272;38,5435;0,120706;0,686561
QILCUM;23;E5;4;4;6;4,22;1,218;7,56885;23,39082;0,08504709;9,96593;0,059815;0,996801
QILCUM;23;E5;4;4;6;4,13;1,228099;7,75869;23,86605;0,08557911;10,20959;0,074941;0,994062
QILCUM;69;Ln;3;4;8;7,46;1,358978;10,51298;27,04859;0,08081704;22,63921;0,011229;0,977604
QILDAT;19;E1;1;4;8;7,72;1,664694;19,32378;38,58646;0,08075163;38,0351;0,096039;0,743177
QILDAT;23;E5;4;4;6;4,22;1,22181;7,64011;23,50453;0,08502495;10,06058;0,059579;0,993831
QILDAT;23;E5;4;4;6;4,13;1,232876;7,84959;24,08096;0,08559193;10,32049;0,074987;0,998382
QILDAT;70;Ln;3;4;8;7,84;1,35794;10,48892;26,77164;0,08053644;22,699;0,010794;0,951898
QILDEX;19;E1;1;4;8;7,76;1,658514;19,10935;38,18595;0,08071913;38,00011;0,109833;0,696011
QILDEX;23;E5;4;4;6;4,13;1,232316;7,8389;24,05811;0,08559744;10,31199;0,075649;0,998386
QILDEX;23;E5;4;4;6;4,22;1,221718;7,63839;23,50521;0,08504255;10,0594;0,060662;0,994583
QILDEX;71;Ln;3;4;8;7,41;1,350388;10,31488;26,57512;0,08049436;22,36616;0,013217;0,961568
QIMDAU;29;E11;2;4;5;5,5;1,310262;9,42243;26,4087;0,0873249;6,81879;0,023237;0,887424
QIMDAU;29;E11;2;4;6;5,53;1,299432;9,19072;25,92252;0,08457371;12,30499;0,026751;0,921094
QIMDEY;29;E11;2;8;5;5,35;1,329448;9,84244;27,08201;0,0877617;6,39713;0,057389;0,84982
QIMDIC;29;E11;2;6;5;5,17;1,328956;9,83153;27,43888;0,08722042;6,58993;0,047771;0,929504
QIMFEA;12;E2;2;8;6;5,6;1,361129;10,56299;30,29832;0,09573778;9,0989;0,07131;1
QIMFEA;12;E2;2;8;6;5,98;1,265036;8,48003;24,95583;0,08336781;11,29304;0;1
QIMHEC;20;E2;2;8;9;6,51;1,416381;11,90225;29,50954;0,08115832;26,3728;0,056643;0,995351
QIMPOU;47;E11;1;4;5;6,39;1,549888;15,59515;34,2348;0,08241094;7,7537;0,009007;0,814069
QIMPOU;47;E11;1;4;5;5,83;1,553213;15,69575;35,50847;0,08291258;11,44777;0,040183;0,877383
QIQNIQ;23;E5;4;4;6;4,25;1,228992;7,77564;23,76254;0,08526272;10,06935;0,067379;0,993817
QIQNIQ;23;E5;4;4;6;4,24;1,228064;7,75804;23,80584;0,08531656;10,1359;0,081702;0,999687
QIRXOH;45;E9;2;4;5;5,56;1,322351;9,68564;27,05059;0,08405262;6,56873;0,022302;0,851213
QIRXOH;45;E9;2;4;5;5,5;1,320552;9,64618;26,99754;0,08401797;6,51045;0,022902;0,854979
QIVBUV;82;E14;2;4;8;8;1,556934;15,80882;35,89679;0,08249725;31,4146;0;1
QIVDUX;25;E7;2;1;6;5,96;1,354045;10,39891;28,14056;0,08315085;13,96731;0;0,94363
QIVDUX;25;E7;2;2;6;5,82;1,369004;10,74739;28,9497;0,08452831;13,58965;0,069156;0,989554
QIVFAF;29;E11;2;6;5;5,11;1,353687;10,39067;28,69994;0,09067725;6,47533;0,115158;0,955871
QIVFEJ;30;E12;2;2;4;4,47;1,39291;11,32029;31,55169;0,09218681;3,67316;0,01532;0,865543
QIVFEJ;30;E12;2;2;6;5,15;1,327379;9,79655;27,31105;0,0852178;12,68315;0,050036;0,94307
QIVFEJ;30;E12;2;2;7;4,84;1,356249;10,44977;28,67015;0,08686984;14,47426;0,049476;0,96972
QIVFEJ;30;E12;2;2;6;8,11;1,643174;18,58401;37,99252;0,08052766;22,84219;0,048616;0,730983
QIYFAI;66;Ln;3;4;9;7,72;1,384781;11,12325;27,63369;0,0801866;27,77399;0,018389;0,990794
QIYFAI;66;Ln;3;4;8;6,88;1,388061;11,20249;28,367;0,08174936;22,92929;0,042349;0,986219
QOBQAC;58;Ln;3;2;9;6,85;1,455632;12,91943;30,62845;0,08002436;32,50894;0,032007;0,999774
QOCFEW;62;Ln;3;8;9;7,75;1,416515;11,90563;28,7452;0,07974894;30,34423;0,026315;0,96907
QOGSEN;28;E10;2;18;6;5,27;1,258528;8,34982;24,77848;0,08466899;10,76562;0,074734;0,999057
QOGSEN01;28;E10;2;18;6;5,27;1,258657;8,35239;24,78347;0,08467225;10,76759;0,074752;0,999058
QOGSEN02;28;E10;2;18;6;5,27;1,258466;8,34859;24,77604;0,08466793;10,76428;0,074613;0,999058
QOGSEN03;28;E10;2;18;6;5,27;1,258479;8,34886;24,77621;0,08466708;10,76484;0,07459;0,999054
QOGSEN04;28;E10;2;18;6;5,26;1,257251;8,32444;24,73275;0,08468789;10,72874;0,074891;0,999127
QOGSEN05;28;E10;2;18;6;5,26;1,257251;8,32444;24,73275;0,08468789;10,72874;0,074891;0,999127
QOGSEN06;28;E10;2;18;6;5,26;1,256971;8,31887;24,72131;0,08467992;10,72179;0,074366;0,999121
QOGSEN07;28;E10;2;18;6;5,26;1,257253;8,32446;24,73026;0,08466987;10,73157;0,074051;0,999067
QOGSEN08;28;E10;2;18;6;5,26;1,256633;8,31217;24,70938;0,08468633;10,71031;0,074355;0,999132
QOGSEN09;28;E10;2;18;6;5,27;1,259809;8,37536;24,81476;0,08461717;10,80931;0,071706;0,998575
QOGSEN10;28;E10;2;18;6;5,27;1,259519;8,36956;24,80472;0,08462382;10,80042;0,072166;0,998632
QOGSEN11;28;E10;2;18;6;5,26;1,258503;8,34933;24,76886;0,08463744;10,77278;0,072654;0,998714
QOGSEN12;28;E10;2;18;6;5,26;1,258339;8,34606;24,76388;0,08464507;10,76578;0,072663;0,998734
QOGSEN13;28;E10;2;18;6;5,26;1,257548;8,33034;24,73582;0,08465575;10,74228;0,07303;0,998839
QOGSEN14;28;E10;2;18;6;5,26;1,256263;8,30482;24,68841;0,0846584;10,70298;0,072449;0,998899
QOGSEN15;28;E10;2;18;6;5,27;1,255678;8,29322;24,66846;0,0846756;10,68418;0,073262;0,998984
QOGSEN16;28;E10;2;18;6;5,27;1,255769;8,29502;24,67147;0,08467157;10,68645;0,072846;0,998946
QOGSEN17;28;E10;2;18;6;5,27;1,255619;8,29206;24,66532;0,08466698;10,68305;0,072556;0,998945
QOGSEN18;28;E10;2;18;6;5,27;1,255386;8,28743;24,65578;0,08466152;10,67687;0,072214;0,998938
QOGSEN19;28;E10;2;18;6;5,27;1,255693;8,29353;24,66401;0,08463613;10,68929;0,07099;0,998836
QOGSEN20;28;E10;2;18;6;5,27;1,254995;8,27969;24,63965;0,08465048;10,66721;0,071586;0,998923
QOGSEN21;28;E10;2;18;6;5,27;1,254809;8,27601;24,63389;0,08466216;10,65909;0,07189;0,998926
QOGSEN22;28;E10;2;18;6;5,27;1,257029;8,32003;24,702;0,08460048;10,7332;0,069937;0,998334
QOGSEN23;28;E10;2;18;6;5,26;1,256841;8,31629;24,69595;0,0846035;10,72849;0,069907;0,998327
QOGSEN24;28;E10;2;18;6;5,27;1,257057;8,32057;24,70325;0,08460301;10,7332;0,070059;0,998329
QOGSEN25;28;E10;2;18;6;5,26;1,256186;8,3033;24,67339;0,08461886;10,70833;0,070565;0,998428
QOGSEN26;28;E10;2;18;6;5,26;1,255824;8,29612;24,66059;0,08462086;10,69671;0,070146;0,998462
QOGSEN27;28;E10;2;18;6;5,26;1,255396;8,28764;24,64509;0,08462336;10,68586;0,070522;0,998507
QOGSEN28;28;E10;2;18;6;5,26;1,254789;8,27562;24,62422;0,084634;10,66609;0,070702;0,998583
QOGSEN29;28;E10;2;18;6;5,27;1,254349;8,26692;24,60844;0,08463892;10,65285;0,070732;0,998625
QOGSEN30;28;E10;2;18;6;5,27;1,253786;8,25579;24,58621;0,08463481;10,63604;0,06996;0,998563
QOGSEN31;28;E10;2;18;6;5,27;1,253493;8,25002;24,57562;0,08464121;10,62717;0,070398;0,998586
QOGSEN32;28;E10;2;18;6;5,27;1,253589;8,2519;24,57921;0,08463799;10,62941;0,069993;0,998566
QOGSEN33;28;E10;2;18;6;5,27;1,252998;8,24025;24,55872;0,08465432;10,61066;0,070776;0,998631
QOGSEN34;28;E10;2;18;6;5,27;1,255032;8,28043;24,61764;0,08458288;10,67677;0,06844;0,997859
QOGSEN35;28;E10;2;18;6;5,27;1,254731;8,27448;24,60768;0,0845924;10,66692;0,068783;0,99791
QOGSEN36;28;E10;2;18;6;5,27;1,254732;8,27449;24,60777;0,08459248;10,66692;0,068784;0,997916
QOGSEN37;28;E10;2;18;6;5,27;1,25467;8,27327;24,60539;0,08459152;10,66556;0,068656;0,99792
QOGSEN38;28;E10;2;18;6;5,27;1,254373;8,26739;24,59507;0,08459779;10,65662;0,069063;0,99797
QOGSEN39;28;E10;2;18;6;5,27;1,254372;8,26738;24,59505;0,08459779;10,65661;0,069062;0,99797
QOGSEN40;28;E10;2;18;6;5,27;1,253874;8,25753;24,57708;0,0845958;10,64307;0,068561;0,99801
QOGSEN41;28;E10;2;18;6;5,27;1,253167;8,24358;24,55233;0,08460964;10,62105;0,069146;0,998096
QOGSEN42;28;E10;2;18;6;5,28;1,251394;8,20864;24,48425;0,08461226;10,56793;0,068231;0,997981
QOGSEN43;28;E10;2;18;6;5,28;1,251394;8,20862;24,48423;0,08461226;10,56791;0,068231;0,997981
QOGSEN44;28;E10;2;18;6;5,28;1,250966;8,20021;24,46935;0,08461511;10,55579;0,068357;0,99808
QOGSEN45;28;E10;2;18;6;5,28;1,253317;8,24654;24,53076;0,0845621;10,6268;0,068015;0,996328
QOGSEN46;28;E10;2;18;6;5,28;1,253257;8,24535;24,52849;0,08456125;10,62546;0,067888;0,996335
QOGSEN47;28;E10;2;18;6;5,28;1,253257;8,24535;24,52849;0,08456125;10,62546;0,067888;0,996335
QOGSEN48;28;E10;2;18;6;5,28;1,25309;8,24205;24,52336;0,08457174;10,61815;0,068204;0,996358
QOGSEN49;28;E10;2;18;6;5,28;1,252454;8,22952;24,50111;0,08458791;10,59811;0,068925;0,996406
QOGSEN50;28;E10;2;18;6;5,28;1,251966;8,21989;24,48371;0,08460052;10,58167;0,069328;0,996375
QOGSEN51;28;E10;2;18;6;5,28;1,250261;8,18636;24,42129;0,08458737;10,538;0,067459;0,996644
QOGSEN52;28;E10;2;18;6;5,28;1,25026;8,18634;24,42126;0,08458737;10,53798;0,067459;0,996644
QOGSEN53;28;E10;2;18;6;5,28;1,25025;8,18615;24,42017;0,08458632;10,53785;0,06744;0,996592
QOGSEN54;28;E10;2;18;6;5,29;1,248726;8,15625;24,36785;0,08456699;10,49727;0,065076;0,997196
QOGSEN55;28;E10;2;18;6;5,29;1,248725;8,15623;24,36766;0,08456677;10,49727;0,065073;0,997182
QOGSEN56;28;E10;2;18;6;5,3;1,248453;8,15089;24,35788;0,08457472;10,48838;0,065565;0,997175
QOGSEN57;28;E10;2;18;6;5,29;1,251437;8,20948;24,44846;0,08450499;10,58482;0,063594;0,995898
QOGSEN58;28;E10;2;18;6;5,29;1,251437;8,20948;24,44846;0,08450499;10,58482;0,063594;0,995898
QOGSEN59;28;E10;2;18;6;5,29;1,251437;8,20948;24,44846;0,08450499;10,58482;0,063594;0,995898
QOGSEN60;28;E10;2;18;6;5,29;1,25114;8,20364;24,43824;0,08451076;10,57596;0,063944;0,995952
QOGSEN61;28;E10;2;18;6;5,29;1,251139;8,20362;24,43821;0,08451076;10,57595;0,063944;0,995952
QOGSEN62;28;E10;2;18;6;5,29;1,251079;8,20244;24,43595;0,08450996;10,5746;0,063813;0,99596
QOGSEN63;28;E10;2;18;6;5,29;1,250776;8,19648;24,42585;0,08451867;10,56483;0,064144;0,996011
QOGSEN64;28;E10;2;18;6;5,29;1,250146;8,1841;24,40271;0,08453182;10,54544;0,064756;0,99598
QOGSEN65;28;E10;2;18;6;5,29;1,249624;8,17385;24,38465;0,08454093;10,52896;0,064919;0,995975
QOGSEN66;28;E10;2;18;6;5,3;1,247102;8,12446;24,29402;0,08454731;10,45743;0,063543;0,996249
QOGSEN67;28;E10;2;18;6;5,3;1,247404;8,13036;24,30408;0,08453863;10,46715;0,063216;0,996205
QOGSEN68;28;E10;2;18;6;5,3;1,246799;8,11854;24,28263;0,08455197;10,44858;0,063875;0,996214
QOGSEN69;28;E10;2;18;6;5,31;1,250045;8,18212;24,36392;0,08446784;10,55237;0,062619;0,99292
QOGSEN70;28;E10;2;18;6;5,31;1,250104;8,18327;24,36607;0,08446847;10,5537;0,062746;0,992907
QOGSEN72;28;E10;2;18;6;5,31;1,250104;8,18327;24,36607;0,08446847;10,5537;0,062746;0,992907
QOGSEN73;28;E10;2;18;6;5,32;1,250031;8,18184;24,35753;0,08445736;10,5537;0,0625;0,992318
QOGSEN74;28;E10;2;18;6;5,31;1,250104;8,18327;24,36607;0,08446847;10,5537;0,062746;0,992907
QOGSEN75;28;E10;2;18;6;5,31;1,250104;8,18327;24,36607;0,08446847;10,5537;0,062746;0,992907
QOGSEN76;28;E10;2;18;6;5,31;1,250104;8,18327;24,36607;0,08446847;10,5537;0,062746;0,992907
QOGSEN77;28;E10;2;18;6;5,31;1,249114;8,16385;24,32669;0,08447662;10,52484;0,062864;0,992395
QOGXUI;28;E10;2;18;6;5,27;1,261796;8,41504;24,91521;0,08473895;10,85027;0,079371;0,999348
QOGXUI01;28;E10;2;18;6;5,27;1,262108;8,42128;24,92429;0,08471016;10,86316;0,078001;0,999286
QOGXUI02;28;E10;2;18;6;5,27;1,262307;8,42527;24,93072;0,08470062;10,87124;0,077719;0,99927
QOGXUI03;28;E10;2;18;6;5,27;1,262307;8,42527;24,93072;0,08470062;10,87124;0,077719;0,99927
QOGXUI04;28;E10;2;18;6;5,27;1,262111;8,42134;24,9244;0,08471015;10,86324;0,078001;0,999286
QOGXUI05;28;E10;2;18;6;5,27;1,261829;8,41569;24,9143;0,08471747;10,85435;0,078521;0,99932
QOGXUI07;28;E10;2;18;6;5,27;1,261497;8,40905;24,90313;0,08472965;10,84289;0,07884;0,99935
QOGXUI08;28;E10;2;18;6;5,27;1,261253;8,40418;24,89319;0,08472206;10,83687;0,078461;0,999346
QOGXUI09;28;E10;2;18;6;5,27;1,261138;8,40188;24,88819;0,08471723;10,83418;0,078084;0,999341
QOGXUI10;28;E10;2;18;6;5,27;1,261611;8,41134;24,90388;0,08469736;10,85042;0,077194;0,999266
QOGXUI11;28;E10;2;18;6;5,27;1,261034;8,39979;24,88394;0,08471564;10,83145;0,078058;0,999335
QOGXUI12;28;E10;2;18;6;5,27;1,263281;8,44479;24,95974;0,0846719;10,9032;0,076483;0,998969
QOGXUI13;28;E10;2;18;6;5,27;1,262727;8,43367;24,94093;0,08469204;10,88424;0,077432;0,999045
QOGXUI14;28;E10;2;18;6;5,27;1,262193;8,42298;24,92229;0,08470347;10,86704;0,077733;0,999108
QOGXUI15;28;E10;2;18;6;5,27;1,26111;8,40132;24,88359;0,0847132;10,83327;0,077974;0,999207
QOGXUI16;28;E10;2;18;6;5,27;1,26111;8,40132;24,88359;0,0847132;10,83327;0,077974;0,999207
QOGXUI17;28;E10;2;18;6;5,27;1,26111;8,40132;24,88359;0,0847132;10,83327;0,077974;0,999207
QOGXUI18;28;E10;2;18;6;5,27;1,260752;8,39416;24,87124;0,08472315;10,82183;0,07821;0,999243
QOGXUI19;28;E10;2;18;6;5,27;1,260388;8,3869;24,85774;0,08472549;10,81096;0,078482;0,99928
QOGXUI20;28;E10;2;18;6;5,27;1,260542;8,38997;24,8625;0,08471466;10,81707;0,077869;0,999244
QOGXUI21;28;E10;2;18;6;5,27;1,26047;8,38854;24,85909;0,08470457;10,81539;0,077069;0,999225
QOGXUI22;28;E10;2;18;6;5,27;1,26068;8,39273;24,86784;0,08471732;10,82156;0,078029;0,999237
QOGXUI23;28;E10;2;18;6;5,27;1,260112;8,38139;24,8466;0,08470979;10,80257;0,077055;0,999237
QOGXUI24;28;E10;2;18;6;5,27;1,25987;8,37656;24,83685;0,0847089;10,79681;0,077154;0,999249
QOGXUI25;28;E10;2;18;6;5,27;1,259963;8,37842;24,84022;0,08470552;10,79914;0,076747;0,999229
QOGXUI26;28;E10;2;18;6;5,27;1,261649;8,4121;24,89517;0,08466597;10,85689;0,075523;0,998913
QOGXUI27;28;E10;2;18;6;5,27;1,26102;8,39952;24,87304;0,08468177;10,83725;0,076226;0,998997
QOGXUI28;28;E10;2;18;6;5,26;1,261136;8,40184;24,87759;0,08467956;10,83962;0,075906;0,998975
QOGXUI29;28;E10;2;18;6;5,27;1,260553;8,39018;24,85757;0,08469734;10,82068;0,076748;0,999057
QOGXUI30;28;E10;2;18;6;5,27;1,259912;8,3774;24,83465;0,08469886;10,80032;0,076382;0,999101
QOGXUI31;28;E10;2;18;6;5,27;1,260198;8,38311;24,84477;0,08469174;10,80919;0,075889;0,999061
QOGXUI32;28;E10;2;18;6;5,27;1,259616;8,3715;24,82481;0,0847096;10,79028;0,076731;0,999141
QOGXUI33;28;E10;2;18;6;5,27;1,259643;8,37203;24,82216;0,08467732;10,79461;0,075106;0,999048
QOGXUI34;28;E10;2;18;6;5,27;1,259643;8,37203;24,82216;0,08467732;10,79461;0,075106;0,999048
QOGXUI35;28;E10;2;18;6;5,27;1,259643;8,37203;24,82216;0,08467732;10,79461;0,075106;0,999048
QOGXUI36;28;E10;2;18;6;5,27;1,259645;8,37208;24,82225;0,08467731;10,79467;0,075106;0,999048
QOGXUI37;28;E10;2;18;6;5,27;1,25873;8,35385;24,78902;0,08468511;10,76915;0,075476;0,99913
QOHXOD;28;E10;2;18;6;5,36;1,264975;8,4788;25,04126;0,08468913;10,94401;0,078653;0,99958
QOHXOD01;28;E10;2;18;6;5,36;1,264998;8,47927;25,04219;0,0846898;10,94474;0,078705;0,99958
QOHXOD02;28;E10;2;18;6;5,36;1,264613;8,47152;25,02761;0,08468828;10,93318;0,078626;0,999595
QOHXOD03;28;E10;2;18;6;5,34;1,261507;8,40926;24,91874;0,08478368;10,83387;0,082702;0,9998
QOHXOD04;28;E10;2;18;6;5,38;1,265826;8,49593;25,07656;0,08476402;10,95817;0,082762;0,999665
QOHXOD05;28;E10;2;18;6;5,38;1,265781;8,49502;25,07447;0,08476226;10,95743;0,082648;0,999664
QOHXOD06;28;E10;2;18;6;5,37;1,265041;8,48013;25,04588;0,08474922;10,94035;0,081855;0,999661
QOHXOD07;28;E10;2;18;6;5,36;1,26464;8,47207;25,03067;0,08475528;10,92864;0,082416;0,999677
QOHXOD08;28;E10;2;18;6;5,34;1,265022;8,47974;25,04285;0,08470389;10,94269;0,078843;0,999543
QOHXOD09;28;E10;2;18;6;5,34;1,26501;8,4795;25,04302;0,08470167;10,94075;0,078293;0,999547
QOHXOD10;28;E10;2;18;6;5,34;1,26501;8,4795;25,04305;0,08470167;10,94075;0,078293;0,999548
QOHXOD11;28;E10;2;18;6;5,34;1,26522;8,48373;25,04925;0,08468837;10,9482;0,077358;0,999498
QOHXOD12;28;E10;2;18;6;5,34;1,26522;8,48373;25,04928;0,08468837;10,9482;0,077358;0,999499
QOHXOD13;28;E10;2;18;6;5,34;1,263959;8,45839;25,00295;0,08470627;10,91074;0,078229;0,999597
QOHXOD14;28;E10;2;18;6;5,33;1,263976;8,45873;25,00395;0,08471094;10,9115;0,078422;0,999597
QOHXOD15;28;E10;2;18;6;5,33;1,263954;8,45828;25,00292;0,08471106;10,91075;0,078373;0,999594
QOHXOD16;28;E10;2;18;6;5,33;1,263852;8,45624;24,99845;0,08470798;10,90946;0,078125;0,999595
QOHXOD17;28;E10;2;18;6;5,32;1,263668;8,45255;24,99243;0,08471087;10,90468;0,078117;0,999591
QOHXOD18;28;E10;2;18;6;5,32;1,263193;8,44303;24,9745;0,0847133;10,89089;0,078399;0,999617
QOHXOD19;28;E10;2;18;6;5,33;1,266031;8,50006;25,07786;0,08469503;10,97421;0,078012;0,999412
QOHXOD20;28;E10;2;18;6;5,32;1,264309;8,46541;25,01482;0,08471004;10,92388;0,078564;0,999542
QOHXOD21;28;E10;2;18;6;5,32;1,264308;8,4654;25,0148;0,08471004;10,92386;0,078564;0,999542
QOHXOD22;28;E10;2;18;6;5,32;1,263995;8,4591;25,00419;0,08472072;10,91305;0,078855;0,999569
QOHXOD23;28;E10;2;18;6;5,32;1,263583;8,45083;24,98878;0,0847176;10,90101;0,078677;0,999592
QOHXOD24;28;E10;2;18;6;5,32;1,266169;8,50283;25,08002;0,08467961;10,98111;0,077683;0,999355
QOHXOD25;28;E10;2;18;6;5,32;1,263734;8,45386;24,99373;0,08472612;10,90336;0,079312;0,999582
QOHXOD26;28;E10;2;18;6;5,32;1,26351;8,44939;24,98634;0,084728;10,89795;0,07925;0,999584
QOHXOD27;28;E10;2;18;6;5,32;1,264011;8,45942;25,00304;0,08470675;10,91555;0,078197;0,999529
QOHXOD28;28;E10;2;18;6;5,32;1,263556;8,4503;24,98783;0,08472339;10,89881;0,07878;0,99957
QOHXOD29;28;E10;2;18;6;5,32;1,266715;8,51384;25,09806;0,08467101;10,99885;0,077652;0,999282
QOHXOD30;28;E10;2;18;6;5,32;1,266715;8,51384;25,09806;0,08467101;10,99885;0,077652;0,999282
QOHXOD31;28;E10;2;18;6;5,31;1,266508;8,50966;25,08994;0,08466716;10,99476;0,077539;0,999282
QOHXOD32;28;E10;2;18;6;5,31;1,26598;8,49903;25,07153;0,08468083;10,9766;0,077942;0,999332
QOHXOD33;28;E10;2;18;6;5,31;1,263955;8,4583;24,99945;0,08470592;10,91482;0,078318;0,999487
QOHXOD34;28;E10;2;18;6;5,31;1,263955;8,4583;24,99945;0,08470592;10,91482;0,078318;0,999487
QOHXOD35;28;E10;2;18;6;5,31;1,263579;8,45076;24,98635;0,08471556;10,90267;0,078506;0,999517
QOHXOD36;28;E10;2;18;6;5,31;1,263416;8,44749;24,97926;0,08470971;10,89928;0,078448;0,999513
QOHXOD37;28;E10;2;18;6;5,31;1,263416;8,44749;24,97926;0,08470971;10,89928;0,078448;0,999513
QOHXOD38;28;E10;2;18;6;5,31;1,263444;8,44805;24,97832;0,08468923;10,9026;0,077609;0,999485
QOHXOD39;28;E10;2;18;6;5,31;1,263381;8,4468;24,97581;0,08468826;10,90123;0,077502;0,999485
QOHXOD40;28;E10;2;18;6;5,31;1,262879;8,43673;24,95877;0,08470695;10,88301;0,078058;0,999527
QOHXOD41;28;E10;2;18;6;5,3;1,262816;8,43546;24,95633;0,08470776;10,88174;0,078266;0,999524
QOHXOD42;28;E10;2;18;6;5,3;1,262816;8,43546;24,95633;0,08470776;10,88174;0,078266;0,999524
QOHXOD43;28;E10;2;18;6;5,3;1,262816;8,43546;24,95633;0,08470776;10,88174;0,078266;0,999524
QOHXOD44;28;E10;2;18;6;5,31;1,262379;8,42671;24,93983;0,08470881;10,86886;0,0784;0,999554
QOHXOD45;28;E10;2;18;6;5,3;1,264941;8,47811;25,0305;0,08468015;10,94796;0,077819;0,999292
QOHXOD46;28;E10;2;18;6;5,3;1,264521;8,46967;25,01649;0,08469605;10,93266;0,078416;0,999344
QOHXOD47;28;E10;2;18;6;5,3;1,264207;8,46337;25,00588;0,08470658;10,9219;0,078715;0,999376
QOHXOD48;28;E10;2;18;6;5,3;1,262989;8,43893;24,96271;0,08472021;10,88524;0,079163;0,999463
QOHXOD49;28;E10;2;18;6;5,3;1,263485;8,44887;24,97817;0,08470035;10,90287;0,078477;0,999415
QOHXOD50;28;E10;2;18;6;5,3;1,263484;8,44886;24,97814;0,08470035;10,90285;0,078477;0,999415
QOHXOD51;28;E10;2;18;6;5,3;1,263484;8,44886;24,97814;0,08470035;10,90285;0,078477;0,999415
QOHXOD52;28;E10;2;18;6;5,3;1,263484;8,44886;24,97814;0,08470035;10,90285;0,078477;0,999415
QOHXOD53;28;E10;2;18;6;5,3;1,263484;8,44886;24,97814;0,08470035;10,90285;0,078477;0,999415
QOHXOD54;28;E10;2;18;6;5,3;1,263124;8,44163;24,96534;0,0847008;10,89114;0,078035;0,999436
QOHXOD55;28;E10;2;18;6;5,29;1,263213;8,44341;24,96754;0,08469072;10,89672;0,077479;0,999399
QOHXOD56;28;E10;2;18;6;5,29;1,263095;8,44105;24,96284;0,08468741;10,89307;0,077236;0,999399
QOHXOD57;28;E10;2;18;6;5,29;1,26243;8,42773;24,93953;0,08470529;10,87365;0,078244;0,999461
QOHXOD58;28;E10;2;18;6;5,29;1,262339;8,42591;24,93589;0,08470259;10,87082;0,078049;0,999462
QOHXOD59;28;E10;2;18;6;5,29;1,262085;8,42082;24,9271;0,08471222;10,86065;0,078299;0,999465
QOHXOD60;28;E10;2;18;6;5,29;1,262086;8,42085;24,92714;0,08471221;10,86068;0,078299;0,999464
QOHXOD61;28;E10;2;18;6;5,29;1,264498;8,46921;25,01084;0,08467615;10,93631;0,077378;0,999193
QOHXOD62;28;E10;2;18;6;5,29;1,26395;8,4582;24,99216;0,08469645;10,9174;0,078331;0,999259
QOHXOD63;28;E10;2;18;6;5,28;1,262696;8,43305;24,94863;0,08471594;10,87781;0,078669;0,999376
QOHXOD64;28;E10;2;18;6;5,29;1,262728;8,4337;24,94992;0,08472282;10,87739;0,079029;0,999388
QOHXOD65;28;E10;2;18;6;5,28;1,262699;8,43312;24,94875;0,08471593;10,87789;0,078669;0,999376
QOHXOD66;28;E10;2;18;6;5,28;1,262635;8,43184;24,94621;0,0847149;10,8765;0,078558;0,999376
QOHXOD67;28;E10;2;18;6;5,29;1,262395;8,42702;24,93596;0,0847061;10,86979;0,077986;0,999373
QOHXOD68;28;E10;2;18;6;5,29;1,262395;8,42702;24,93596;0,0847061;10,86979;0,077986;0,999373
QOHXOD69;28;E10;2;18;6;5,29;1,262395;8,42702;24,93596;0,0847061;10,86979;0,077986;0,999373
QOHXOD70;28;E10;2;18;6;5,28;1,262271;8,42455;24,93122;0,08470371;10,86781;0,078021;0,999373
QOHXOD71;28;E10;2;18;6;5,28;1,262035;8,41982;24,92342;0,08471417;10,85839;0,078271;0,999384
QOHXOD72;28;E10;2;18;6;5,27;1,264829;8,47587;25,02152;0,08467992;10,9454;0,077293;0,999073
QOHXOD73;28;E10;2;18;6;5,27;1,264002;8,45926;24,99131;0,08468876;10,92174;0,07782;0,99915
QOHXOD74;28;E10;2;18;6;5,27;1,263329;8,44575;24,96879;0,08470579;10,90033;0,078284;0,999205
QOHXOD75;28;E10;2;18;6;5,27;1,262113;8,42139;24,92576;0,08473375;10,86137;0,079476;0,999328
QOJHOP;28;E10;2;18;6;5,32;1,271735;8,61545;25,30026;0,08470665;11,13495;0,078156;0,99912
QOJHOP01;28;E10;2;18;6;5,32;1,272214;8,62519;25,31785;0,08470617;11,14987;0,07825;0,999076
QOJHOP02;28;E10;2;18;6;5,32;1,272263;8,6262;25,31905;0,08470168;11,15105;0,078345;0,999067
QOJHOP03;28;E10;2;18;6;5,32;1,272416;8,6293;25,32552;0,08470917;11,15493;0,078708;0,999071
